Categ;TípoProd;CodProd;DescProd;TipoGen;Caract
TEU;PROCESADOR;1661200;PROCESADOR: INTEL CORE I5-9500T;PROCESADOR;INTEL CORE I5-9500T
TEU;PROCESADOR;1661201;PROCESADOR: INTEL CORE I5-4590;PROCESADOR;INTEL CORE I5-4590
TEU;PROCESADOR;1661202;PROCESADOR: INTEL CORE I5-6400T;PROCESADOR;INTEL CORE I5-6400T
TEU;PROCESADOR;1661203;PROCESADOR: INTEL CORE I3-6100T;PROCESADOR;INTEL CORE I3-6100T
TEU;PROCESADOR;1661204;PROCESADOR: INTEL PENTIUM G4500T;PROCESADOR;INTEL PENTIUM G4500T
TEU;PROCESADOR;1661205;PROCESADOR: AMD A8 PRO-8650B;PROCESADOR;AMD A8 PRO-8650B
TEU;PROCESADOR;1661206;PROCESADOR: INTEL CORE I3-4330T;PROCESADOR;INTEL CORE I3-4330T
TEU;PROCESADOR;1661207;PROCESADOR: AMD E1-1500;PROCESADOR;AMD E1-1500
TEU;PROCESADOR;1661208;PROCESADOR: INTEL XEON E3-1246 V3;PROCESADOR;INTEL XEON E3-1246 V3
TEU;PROCESADOR;1661209;PROCESADOR: INTEL CELERON G3900T;PROCESADOR;INTEL CELERON G3900T
TEU;PROCESADOR;1661210;PROCESADOR: INTEL PENTIUM J2900;PROCESADOR;INTEL PENTIUM J2900
TEU;PROCESADOR;1661211;PROCESADOR: INTEL CORE I5-4570T;PROCESADOR;INTEL CORE I5-4570T
TEU;PROCESADOR;1661212;PROCESADOR: INTEL CORE I5-4670S;PROCESADOR;INTEL CORE I5-4670S
TEU;PROCESADOR;1661213;PROCESADOR: INTEL CELERON 847;PROCESADOR;INTEL CELERON 847
TEU;PROCESADOR;1661214;PROCESADOR: INTEL CORE I3-6100;PROCESADOR;INTEL CORE I3-6100
TEU;PROCESADOR;1661215;PROCESADOR: INTEL CORE I5-4590T;PROCESADOR;INTEL CORE I5-4590T
TEU;PROCESADOR;1661216;PROCESADOR: INTEL CORE I5-6500T;PROCESADOR;INTEL CORE I5-6500T
TEU;PROCESADOR;1661217;PROCESADOR: AMD A4 PRO-7350B;PROCESADOR;AMD A4 PRO-7350B
TEU;PROCESADOR;1661218;PROCESADOR: INTEL CORE I7-1255U;PROCESADOR;INTEL CORE I7-1255U
TEU;PROCESADOR;1661219;PROCESADOR: INTEL CORE I5-7500;PROCESADOR;INTEL CORE I5-7500
TEU;PROCESADOR;1661220;PROCESADOR: INTEL CORE I7-7700;PROCESADOR;INTEL CORE I7-7700
TEU;PROCESADOR;1661221;PROCESADOR: INTEL XEON E3-1270 V5;PROCESADOR;INTEL XEON E3-1270 V5
TEU;PROCESADOR;1661222;PROCESADOR: INTEL CELERON J2900;PROCESADOR;INTEL CELERON J2900
TEU;PROCESADOR;1661223;PROCESADOR: AMD A10 PRO-7800B;PROCESADOR;AMD A10 PRO-7800B
TEU;PROCESADOR;1661224;PROCESADOR: AMD A8 PRO-7600B;PROCESADOR;AMD A8 PRO-7600B
TEU;PROCESADOR;1661225;PROCESADOR: INTEL CORE I7-6700T;PROCESADOR;INTEL CORE I7-6700T
TEU;PROCESADOR;1661226;PROCESADOR: AMD A4 PRO-8350B;PROCESADOR;AMD A4 PRO-8350B
TEU;PROCESADOR;1661227;PROCESADOR: INTEL CORE I5-4430S;PROCESADOR;INTEL CORE I5-4430S
TEU;PROCESADOR;1661228;PROCESADOR: INTEL CORE I3-4360T;PROCESADOR;INTEL CORE I3-4360T
TEU;PROCESADOR;1661229;PROCESADOR: INTEL PENTIUM G4400T;PROCESADOR;INTEL PENTIUM G4400T
TEU;PROCESADOR;1661230;PROCESADOR: INTEL CORE I7-4790S;PROCESADOR;INTEL CORE I7-4790S
TEU;PROCESADOR;1661231;PROCESADOR: AMD A10 PRO-8750B;PROCESADOR;AMD A10 PRO-8750B
TEU;PROCESADOR;1661232;PROCESADOR: INTEL CORE I7-4770T;PROCESADOR;INTEL CORE I7-4770T
TEU;PROCESADOR;1661233;PROCESADOR: INTEL CORE I3 7100T;PROCESADOR;INTEL CORE I3 7100T
TEU;PROCESADOR;1661234;PROCESADOR: INTEL XEON GOLD 6240;PROCESADOR;INTEL XEON GOLD 6240
TEU;PROCESADOR;1661235;PROCESADOR: INTEL CORE I3-8100;PROCESADOR;INTEL CORE I3-8100
TEU;PROCESADOR;1661236;PROCESADOR: INTEL CORE I3-8100T;PROCESADOR;INTEL CORE I3-8100T
TEU;PROCESADOR;1661237;PROCESADOR: INTEL CORE I5-8400;PROCESADOR;INTEL CORE I5-8400
TEU;PROCESADOR;1661238;PROCESADOR: INTEL CORE I5-9600;PROCESADOR;INTEL CORE I5-9600
TEU;PROCESADOR;1661239;PROCESADOR: INTEL CORE I3-8350K;PROCESADOR;INTEL CORE I3-8350K
TEU;PROCESADOR;1661240;PROCESADOR: INTEL CORE I5-12500;PROCESADOR;INTEL CORE I5-12500
TEU;PROCESADOR;1661241;PROCESADOR: INTEL CORE I5-12400;PROCESADOR;INTEL CORE I5-12400
TEU;PROCESADOR;1661242;PROCESADOR: AMD ATHLON SILVER 3050U;PROCESADOR;AMD ATHLON SILVER 3050U
TEU;PROCESADOR;1661243;PROCESADOR: INTEL CORE I3-10300;PROCESADOR;INTEL CORE I3-10300
TEU;PROCESADOR;1661245;PROCESADOR: INTEL ATOM X5-Z8350;PROCESADOR;INTEL ATOM X5-Z8350
TEU;PROCESADOR;1661246;PROCESADOR: INTEL i5-10400T;PROCESADOR;INTEL i5-10400T
TEU;PROCESADOR;1661247;PROCESADOR: INTEL CORE I3-10100T;PROCESADOR;INTEL CORE I3-10100T
TEU;PROCESADOR;1661248;PROCESADOR: MEDIATEK MT8166;PROCESADOR;MEDIATEK MT8166
TEU;PROCESADOR;1661252;PROCESADOR: INTEL CORE I5-12500H;PROCESADOR;INTEL CORE I5-12500H
TEU;PROCESADOR;1661254;PROCESADOR: INTEL CORE I5-8600;PROCESADOR;INTEL CORE I5-8600
TEU;PROCESADOR;1661255;PROCESADOR: INTEL CORE i9-11900K;PROCESADOR;INTEL CORE i9-11900K
TEU;PROCESADOR;1661256;PROCESADOR: INTEL CORE i7-11700;PROCESADOR;INTEL CORE i7-11700
TEU;PROCESADOR;1661257;PROCESADOR: INTEL CORE i7-11700K;PROCESADOR;INTEL CORE i7-11700K
TEU;PROCESADOR;1661258;PROCESADOR: INTEL CORE i5-11400F;PROCESADOR;INTEL CORE i5-11400F
TEU;PROCESADOR;1661259;PROCESADOR: INTEL CELERON J4025;PROCESADOR;INTEL CELERON J4025
TEU;PROCESADOR;1661260;PROCESADOR: INTEL CORE I7-12700T;PROCESADOR;INTEL CORE I7-12700T
TEU;PROCESADOR;1661263;PROCESADOR: INTEL CORE I5-1240P;PROCESADOR;INTEL CORE I5-1240P
TEU;PROCESADOR;1661264;PROCESADOR: INTEL CORE I3-10100;PROCESADOR;INTEL CORE I3-10100
TEU;PROCESADOR;1661265;PROCESADOR: INTEL CORE I5-10210U;PROCESADOR;INTEL CORE I5-10210U
TEU;PROCESADOR;1661266;PROCESADOR: INTEL CORE I7-10510U;PROCESADOR;INTEL CORE I7-10510U
TEU;PROCESADOR;1661267;PROCESADOR: INTEL CELERON N3350;PROCESADOR;INTEL CELERON N3350
TEU;RAM;2034289;RAM: 8 GB LPDDR5 6400 3200 MHz;RAM;8 GB LPDDR5 6400 3200 MHz
TEU;RAM;1661295;RAM: 8 GB DDR4 2933 366 MHz;RAM;8 GB DDR4 2933 366 MHz
TEU;RAM;1661296;RAM: 16 GB DDR4 2933 366 MHz;RAM;16 GB DDR4 2933 366 MHz
TEU;RAM;1661297;RAM: 8 GB DDR4 2666 333 MHz;RAM;8 GB DDR4 2666 333 MHz
TEU;RAM;1661298;RAM: 4 GB DDR4 2400 MHz;RAM;4 GB DDR4 2400 MHz
TEU;RAM;1661299;RAM: 4 GB DDR4 2666 333 MHz;RAM;4 GB DDR4 2666 333 MHz
TEU;RAM;1661300;RAM: 16 GB DDR4 2666 333 MHz;RAM;16 GB DDR4 2666 333 MHz
TEU;RAM;1661301;RAM: 32 GB DDR4 2666 333 MHz;RAM;32 GB DDR4 2666 333 MHz
TEU;RAM;1661302;RAM: 4 GB DDR3 1066 133 MHz;RAM;4 GB DDR3 1066 133 MHz
TEU;RAM;1661303;RAM: 8 GB DDR3 1866 233 MHz;RAM;8 GB DDR3 1866 233 MHz
TEU;RAM;1661304;RAM: 4 GB DDR3L 1600 200 MHz;RAM;4 GB DDR3L 1600 200 MHz
TEU;RAM;1661305;RAM: 8 GB DDR3L 1600 200 MHz;RAM;8 GB DDR3L 1600 200 MHz
TEU;RAM;1661306;RAM: 8 GB DDR3 1600 200 MHz;RAM;8 GB DDR3 1600 200 MHz
TEU;RAM;1661307;RAM: 8 GB DDR4 2133 266 MHz;RAM;8 GB DDR4 2133 266 MHz
TEU;RAM;1661308;RAM: 16 GB DDR4 2400 300 MHz;RAM;16 GB DDR4 2400 300 MHz
TEU;RAM;1661309;RAM: 2 GB DDR3 800 100 MHz;RAM;2 GB DDR3 800 100 MHz
TEU;RAM;1661310;RAM: 6 GB DDR3 1600 200 MHz;RAM;6 GB DDR3 1600 200 MHz
TEU;RAM;1661311;RAM: 4 GB DDR3 1600 200 MHz;RAM;4 GB DDR3 1600 200 MHz
TEU;RAM;1661312;RAM: 4 GB DDR3 1333 166 MHz;RAM;4 GB DDR3 1333 166 MHz
TEU;RAM;1661313;RAM: 8 GB DDR3 2133 266 MHz;RAM;8 GB DDR3 2133 266 MHz
TEU;RAM;1661314;RAM: 8 GB DDR4 2400 300 MHz;RAM;8 GB DDR4 2400 300 MHz
TEU;RAM;1661315;RAM: 4 GB DDR4 2400 300 MHz;RAM;4 GB DDR4 2400 300 MHz
TEU;RAM;1661316;RAM: 16 GB DDR3 1600 200 MHz;RAM;16 GB DDR3 1600 200 MHz
TEU;RAM;1661317;RAM: 4 GB DDR4 2133 266 MHz;RAM;4 GB DDR4 2133 266 MHz
TEU;RAM;1661318;RAM: 16 GB DDR4 2133 266 MHz;RAM;16 GB DDR4 2133 266 MHz
TEU;RAM;1661319;RAM : 2GB LPDDR4x 1600 Mhz;RAM;2GB LPDDR4x 1600 Mhz
TEU;RAM;1661320;RAM: 16 GB DDR5 4800 600 MHz;RAM;16 GB DDR5 4800 600 MHz
TEU;RAM;1661321;RAM: 8 GB DDR4 3200 400 MHZ;RAM;8 GB DDR4 3200 400 MHZ
TEU;RAM;1661322;RAM: 16 GB DDR4 3200 400 MHZ;RAM;16 GB DDR4 3200 400 MHZ
TEU;RAM;1661323;RAM: 64 GB DDR4 3200 400 MHZ;RAM;64 GB DDR4 3200 400 MHZ
TEU;RAM;1661324;RAM: 32 GB DDR4 3200 400 MHZ;RAM;32 GB DDR4 3200 400 MHZ
TEU;RAM;1661325;RAM: 12 GB DDR4 3200 400 MHZ;RAM;12 GB DDR4 3200 400 MHZ
TEU;RAM;1661326;RAM: 8 GB DDR5 4800 300 MHz;RAM;8 GB DDR5 4800 300 MHz
TEU;RAM;1661327;RAM: 16 GB DDR5 4800 300 MHz;RAM;16 GB DDR5 4800 300 MHz
TEU;RAM;2564616;RAM: 64 GB DDR5 4800 300 MHz;RAM;64 GB DDR5 4800 300 MHz
TEU;RAM;2641971;RAM: 32 GB LPDDR5 6400 3200 MHz;RAM;32 GB LPDDR5 6400 3200 MHz
TEU;RAM;2029982;RAM: 8 GB DDR4 3200 1600 MHZ;RAM;8 GB DDR4 3200 1600 MHZ
TEU;RAM;2035240;RAM: 16 GB DDR5 5200 650 MHz;RAM;16 GB DDR5 5200 650 MHz
TEU;RAM;2035234;RAM: 8 GB DDR5 5200 650 MHz;RAM;8 GB DDR5 5200 650 MHz
TEU;RAM;2534486;RAM: 8 GB DDR5 5600 2800 MHz;RAM;8 GB DDR5 5600 2800 MHz
TEU;RAM;2553726;RAM: 32 GB DDR5 4800 2400 MHz;RAM;32 GB DDR5 4800 2400 MHz
TEU;RAM;2553722;RAM: 8 GB DDR5 4800 2400 MHz;RAM;8 GB DDR5 4800 2400 MHz
TEU;RAM;2553728;RAM: 64 GB DDR5 4800 2400 MHz;RAM;64 GB DDR5 4800 2400 MHz
TEU;RAM;2745898;RAM: 32 GB DDR5 5600 MHz;RAM;32 GB DDR5 5600 MHz
TEU;RAM;2553723;RAM: 16 GB DDR5 4800 2400 MHz;RAM;16 GB DDR5 4800 2400 MHz
TEU;RAM;2534488;RAM: 16 GB DDR5 5600 2800 MHz;RAM;16 GB DDR5 5600 2800 MHz
TEU;RAM;2144067;RAM: 32 GB DDR4 3200 1600 MHZ;RAM;32 GB DDR4 3200 1600 MHZ
TEU;RAM;2144065;RAM: 16 GB DDR4 3200 1600 MHZ;RAM;16 GB DDR4 3200 1600 MHZ
TEU;RAM;2564617;RAM: 8 GB DDR5 4800 600 MHz;RAM;8 GB DDR5 4800 600 MHz
TEU;RAM;2511987;RAM: 8 GB LPDDR5 5500 2500 MHz;RAM;8 GB LPDDR5 5500 2500 MHz
TEU;RAM;2564615;RAM: 32 GB DDR5 4800 300 MHz;RAM;32 GB DDR5 4800 300 MHz
TEU;RAM;2745045;RAM: 8 GB DDR4 5600, 2800 MHz;RAM;8 GB DDR4 5600, 2800 MHz
TEU;RAM;2813974;RAM: 48 GB DDR5 4800 MHz;RAM;48 GB DDR5 4800 MHz
TEU;RAM;2564619;RAM: 32 GB DDR5 4800 600 MHz;RAM;32 GB DDR5 4800 600 MHz
TEU;RAM;2564620;RAM: 64 GB DDR5 4800 600 MHz;RAM;64 GB DDR5 4800 600 MHz
TEU;RAM;2813973;RAM: 24 GB DDR5 4800 MHz;RAM;24 GB DDR5 4800 MHz
TEU;RAM;2641970;RAM: 16 GB LPDDR5 6400 3200 MHz;RAM;16 GB LPDDR5 6400 3200 MHz
TEU;SIST. OPER;1661398;SIST. OPER: WINDOWS 11 HOME 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 11 HOME 64 BITS ESPAÑOL
TEU;SIST. OPER;1661399;SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 11 PRO 64 BITS ESPAÑOL
TEU;SIST. OPER;1661400;SIST. OPER: ANDROID 6.0;SIST. OPER.;ANDROID 6.0
TEU;SIST. OPER;1661401;SIST. OPER: UBUNTU 21.04 IMPISH INDRI 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 21.04 IMPISH INDRI 64 BITS ESPAÑOL
TEU;SIST. OPER;1661402;SIST. OPER: ANDROID 11 (GO EDITION) - 32 BITS ESPAÑOL;SIST. OPER.;ANDROID 11 (GO EDITION) - 32 BITS ESPAÑOL
TEU;SIST. OPER;1661403;SIST. OPER: UBUNTU 12.04 LTS PRECISE PANGOLIN 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 12.04 LTS PRECISE PANGOLIN 64 BITS ESPAÑOL
TEU;SIST. OPER;1661404;SIST. OPER: WINDOWS 8.1 PRO (NAO) 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 PRO (NAO) 64 BITS ESPAÑOL
TEU;SIST. OPER;1661405;SIST. OPER: UBUNTU 12.04 CR 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 12.04 CR 64 BITS ESPAÑOL
TEU;SIST. OPER;1661406;SIST. OPER: WINDOWS 8 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8 PRO 64 BITS ESPAÑOL
TEU;SIST. OPER;1661407;SIST. OPER: WINDOWS 8.1 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 PRO 64 BITS ESPAÑOL
TEU;SIST. OPER;1661408;SIST. OPER: ANDROID 4.3 JELLY BEAN 32 BITS ESPAÑOL;SIST. OPER.;ANDROID 4.3 JELLY BEAN 32 BITS ESPAÑOL
TEU;SIST. OPER;1661409;SIST. OPER: UBUNTU 12.10 QUANTAL QUETZAL 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 12.10 QUANTAL QUETZAL 64 BITS ESPAÑOL
TEU;SIST. OPER;1661410;SIST. OPER: UBUNTU 16.04 XENIAL XERUS 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 16.04 XENIAL XERUS 64 BITS ESPAÑOL
TEU;SIST. OPER;1661411;SIST. OPER: FREEDOS 2.0 ESPAÑOL;SIST. OPER.;FREEDOS 2.0 ESPAÑOL
TEU;SIST. OPER;1661412;SIST. OPER: UBUNTU 16.10 YAKKETY YAK 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 16.10 YAKKETY YAK 64 BITS ESPAÑOL
TEU;SIST. OPER;1661413;SIST. OPER: WINDOWS 10 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 10 PRO 64 BITS ESPAÑOL
TEU;SIST. OPER;1661414;SIST. OPER: WINDOWS 10 HOME SL 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 10 HOME SL 64 BITS ESPAÑOL
TEU;SIST. OPER;1661415;SIST. OPER: WINDOWS 8.1 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 64 BITS ESPAÑOL
TEU;SIST. OPER;1661416;SIST. OPER: WINDOWS 8.1 SL 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8.1 SL 64 BITS ESPAÑOL
TEU;SIST. OPER;1661417;SIST. OPER: WINDOWS 10 HOME 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 10 HOME 64 BITS ESPAÑOL
TEU;SIST. OPER;1661418;SIST. OPER: WINDOWS 8 SL 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 8 SL 64 BITS ESPAÑOL
TEU;SIST. OPER;1661419;SIST. OPER: WINDOWS 7 PROFESSIONAL 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 7 PROFESSIONAL 64 BITS ESPAÑOL
TEU;SIST. OPER;1661420;SIST. OPER: UBUNTU 14.04 TRUSTY TAHR 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 14.04 TRUSTY TAHR 64 BITS ESPAÑOL
TEU;SIST. OPER;1661421;SIST. OPER: UBUNTU LINUX 17.10 ARTFUL AARDVARK 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU LINUX 17.10 ARTFUL AARDVARK 64 BITS ESPAÑOL
TEU;SIST. OPER;1661422;SIST. OPER: NO INCLUIDO;SIST. OPER.;NO INCLUIDO
TEU;SIST. OPER;1661423;SIST. OPER: WINDOWS 11 PRO 64 BITS ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS ESPAÑOL;SIST. OPER.;WINDOWS 11 PRO 64 BITS ESPAÑOL DOWNGRADE TO WINDOWS 10 PRO 64 BITS ESPAÑOL
TEU;SIST. OPER;1661424;SIST. OPER: FREEDOS 3.0 ESPAÑOL;SIST. OPER.;FREEDOS 3.0 ESPAÑOL
TEU;SIST. OPER;1661425;SIST. OPER: UBUNTU 20.10 GROOVY GORILLA 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 20.10 GROOVY GORILLA 64 BITS ESPAÑOL
TEU;SIST. OPER;1661426;SIST. OPER: UBUNTU 21.04 LTS HIRSUTE HIPPO 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 21.04 LTS HIRSUTE HIPPO 64 BITS ESPAÑOL
TEU;SIST. OPER;1738280;SIST. OPER: WINDOWS 10 IOT;SIST. OPER.;WINDOWS 10 IOT
TEU;SIST. OPER;1885665;SIST. OPER: UBUNTU 23.10 MANTIC MINOTAUR 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 23.10 MANTIC MINOTAUR 64 BITS ESPAÑOL
TEU;SIST. OPER;1885668;SIST. OPER: UBUNTU 22.10 KINETIC KUDU 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 22.10 KINETIC KUDU 64 BITS ESPAÑOL
TEU;SIST. OPER;1885666;SIST. OPER: UBUNTU 23.04 LUNAR LOBSTER 64 BITS ESPAÑOL;SIST. OPER.;UBUNTU 23.04 LUNAR LOBSTER 64 BITS ESPAÑOL
TEU;SUITE OFIMATICA;1661433;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2021;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2021
TEU;SUITE OFIMATICA;1661434;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE PROFESSIONAL 2021;SUITE OFIMATICA;MICROSOFT OFFICE PROFESSIONAL 2021
TEU;SUITE OFIMATICA;1661435;SUITE OFIMATICA: LIBREOFFICE 7.1;SUITE OFIMATICA;LIBREOFFICE 7.1
TEU;SUITE OFIMATICA;1661436;SUITE OFIMATICA: NO;SUITE OFIMATICA;NO
TEU;SUITE OFIMATICA;1661437;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2016;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2016
TEU;SUITE OFIMATICA;1661438;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE PROFESSIONAL 2016;SUITE OFIMATICA;MICROSOFT OFFICE PROFESSIONAL 2016
TEU;SUITE OFIMATICA;1661439;SUITE OFIMATICA: LIBREOFFICE 6.0;SUITE OFIMATICA;LIBREOFFICE 6.0
TEU;SUITE OFIMATICA;1661440;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2019;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2019
TEU;SUITE OFIMATICA;1661441;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE PROFESSIONAL 2019;SUITE OFIMATICA;MICROSOFT OFFICE PROFESSIONAL 2019
TEU;SUITE OFIMATICA;1661442;SUITE OFIMATICA: LIBREOFFICE 7.0;SUITE OFIMATICA;LIBREOFFICE 7.0
TEU;SUITE OFIMATICA;2906884;SUITE OFIMATICA PRE-INSTALADA: MICROSOFT OFFICE HOME & BUSINESS 2024;SUITE OFIMATICA;MICROSOFT OFFICE HOME & BUSINESS 2024
TEU;ALMACENAMIENTO;1661328;ALMACENAMIENTO: 1 TB HDD 7200 RPM;ALMACENAMIENTO;1 TB HDD 7200 RPM
TEU;ALMACENAMIENTO;1661329;ALMACENAMIENTO: 128 GB SSD;ALMACENAMIENTO;128 GB SSD
TEU;ALMACENAMIENTO;1661330;ALMACENAMIENTO: 8 GB-1 TB SSHD 7200 RPM;ALMACENAMIENTO;8 GB-1 TB SSHD 7200 RPM
TEU;ALMACENAMIENTO;1661331;ALMACENAMIENTO: 8 GB-1 TB SSHD 2400 RPM;ALMACENAMIENTO;8 GB-1 TB SSHD 2400 RPM
TEU;ALMACENAMIENTO;1661332;ALMACENAMIENTO: 8 GB-1 TB SSHD 5400 RPM/8 GB-1 TB SSHD 5400 RPM;ALMACENAMIENTO;8 GB-1 TB SSHD 5400 RPM/8 GB-1 TB SSHD 5400 RPM
TEU;ALMACENAMIENTO;1661333;ALMACENAMIENTO: 512 GB SSD/1 TB HDD 7200 RPM;ALMACENAMIENTO;512 GB SSD/1 TB HDD 7200 RPM
TEU;ALMACENAMIENTO;1661334;ALMACENAMIENTO: 500 GB HDD 5400 RPM;ALMACENAMIENTO;500 GB HDD 5400 RPM
TEU;ALMACENAMIENTO;1661335;ALMACENAMIENTO: 256 GB SSD;ALMACENAMIENTO;256 GB SSD
TEU;ALMACENAMIENTO;1661336;ALMACENAMIENTO: 128 GB SSD / 1 TB HDD 7200 RPM;ALMACENAMIENTO;128 GB SSD / 1 TB HDD 7200 RPM
TEU;ALMACENAMIENTO;1661337;ALMACENAMIENTO: 1 TB HDD 5400 RPM;ALMACENAMIENTO;1 TB HDD 5400 RPM
TEU;ALMACENAMIENTO;1661338;ALMACENAMIENTO: 8 GB-500 GB SSHD 5400 RPM;ALMACENAMIENTO;8 GB-500 GB SSHD 5400 RPM
TEU;ALMACENAMIENTO;1661339;ALMACENAMIENTO: 256 GB SSD/1 TB HDD 7200 RPM;ALMACENAMIENTO;256 GB SSD/1 TB HDD 7200 RPM
TEU;ALMACENAMIENTO;1661340;ALMACENAMIENTO: 500 GB HDD 7200 RPM;ALMACENAMIENTO;500 GB HDD 7200 RPM
TEU;ALMACENAMIENTO;1661341;ALMACENAMIENTO: 8 GB-1 TB SSHD 5400 RPM;ALMACENAMIENTO;8 GB-1 TB SSHD 5400 RPM
TEU;ALMACENAMIENTO;1661342;ALMACENAMIENTO: 16 GB SSD;ALMACENAMIENTO;16 GB SSD
TEU;ALMACENAMIENTO;1661343;ALMACENAMIENTO: 500 GB SSHD 5400 RPM;ALMACENAMIENTO;500 GB SSHD 5400 RPM
TEU;ALMACENAMIENTO;1661344;ALMACENAMIENTO: 480 GB SSD;ALMACENAMIENTO;480 GB SSD
TEU;ALMACENAMIENTO;1661345;ALMACENAMIENTO: 1 TB SSD;ALMACENAMIENTO;1 TB SSD
TEU;ALMACENAMIENTO;1661346;ALMACENAMIENTO: 512 GB SSD;ALMACENAMIENTO;512 GB SSD
TEU;ALMACENAMIENTO;1661347;ALMACENAMIENTO: 500 GB SSHD 7200 RPM;ALMACENAMIENTO;500 GB SSHD 7200 RPM
TEU;ALMACENAMIENTO;1661348;ALMACENAMIENTO: 500 GB M.2 SSD NVMe/2 TB 7200 RPM HDD;ALMACENAMIENTO;500 GB M.2 SSD NVMe/2 TB 7200 RPM HDD
TEU;ALMACENAMIENTO;1661349;ALMACENAMIENTO: 256 GB M.2 SSD NVMe/2 TB 7200 RPM HDD;ALMACENAMIENTO;256 GB M.2 SSD NVMe/2 TB 7200 RPM HDD
TEU;ALMACENAMIENTO;1661350;ALMACENAMIENTO: 250 GB M.2 SSD NVMe;ALMACENAMIENTO;250 GB M.2 SSD NVMe
TEU;ALMACENAMIENTO;1661351;ALMACENAMIENTO: 500 GB M.2 SSD/1 TB 5400 RPM HDD;ALMACENAMIENTO;500 GB M.2 SSD/1 TB 5400 RPM HDD
TEU;ALMACENAMIENTO;1661352;ALMACENAMIENTO: 500 GB M.2 SSD NVMe/1 TB 5400 RPM HDD;ALMACENAMIENTO;500 GB M.2 SSD NVMe/1 TB 5400 RPM HDD
TEU;ALMACENAMIENTO;1661353;ALMACENAMIENTO: 1 TB M.2 SSD NVMe/1 TB 5400 RPM HDD;ALMACENAMIENTO;1 TB M.2 SSD NVMe/1 TB 5400 RPM HDD
TEU;ALMACENAMIENTO;1661354;ALMACENAMIENTO: 480 GB M.2 SSD/1 TB 5400 RPM HDD;ALMACENAMIENTO;480 GB M.2 SSD/1 TB 5400 RPM HDD
TEU;ALMACENAMIENTO;1661355;ALMACENAMIENTO: 1 TB M.2 SSD/1 TB 5400 RPM HDD;ALMACENAMIENTO;1 TB M.2 SSD/1 TB 5400 RPM HDD
TEU;ALMACENAMIENTO;1661356;ALMACENAMIENTO: 250 GB M.2 SSD NVMe/1 TB 7200 RPM HDD;ALMACENAMIENTO;250 GB M.2 SSD NVMe/1 TB 7200 RPM HDD
TEU;ALMACENAMIENTO;1661357;ALMACENAMIENTO: 250 GB M.2 SSD NVMe/2 TB 7200 RPM HDD;ALMACENAMIENTO;250 GB M.2 SSD NVMe/2 TB 7200 RPM HDD
TEU;ALMACENAMIENTO;1661358;ALMACENAMIENTO: 500 GB M.2 SSD NVMe/1 TB 7200 RPM HDD;ALMACENAMIENTO;500 GB M.2 SSD NVMe/1 TB 7200 RPM HDD
TEU;ALMACENAMIENTO;1661359;ALMACENAMIENTO: 1 TB M.2 SSD/1 TB 7200 RPM HDD;ALMACENAMIENTO;1 TB M.2 SSD/1 TB 7200 RPM HDD
TEU;ALMACENAMIENTO;1661360;ALMACENAMIENTO: 250 GB M.2 SSD NVMe/1 TB 5400 RPM HDD;ALMACENAMIENTO;250 GB M.2 SSD NVMe/1 TB 5400 RPM HDD
