"id";"CorrBas36";"CodigoCorrelativo";"Categ";"CodCaract";"Caract";"CodValCaract";"ValCaract";"CleanValCaract";"Serializd";"PreTextValOnly";"ValueOnly"
97;"2P";"000000002P";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597475;"PROCESADOR: INTEL CORE I5-8600K";"PROCESADOR: INTEL CORE I5-8600K";"PROCESADOR: INTEL CORE I5-8600K";"PROCESADOR";"INTEL CORE I5-8600K"
98;"2Q";"000000002Q";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597476;"PROCESADOR: AMD RYZEN 7 1700";"PROCESADOR: AMD RYZEN 7 1700";"PROCESADOR: AMD RYZEN 7 1700";"PROCESADOR";"AMD RYZEN 7 1700"
99;"2R";"000000002R";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597477;"PROCESADOR: AMD RYZEN 5-1400";"PROCESADOR: AMD RYZEN 5-1400";"PROCESADOR: AMD RYZEN 5-1400";"PROCESADOR";"AMD RYZEN 5-1400"
100;"2S";"000000002S";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597478;"PROCESADOR: INTEL CORE I3-8100";"PROCESADOR: INTEL CORE I3-8100";"PROCESADOR: INTEL CORE I3-8100";"PROCESADOR";"INTEL CORE I3-8100"
101;"2T";"000000002T";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597479;"PROCESADOR: INTEL CORE I3-3240";"PROCESADOR: INTEL CORE I3-3240";"PROCESADOR: INTEL CORE I3-3240";"PROCESADOR";"INTEL CORE I3-3240"
102;"2U";"000000002U";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597480;"PROCESADOR: INTEL CELERON N3050";"PROCESADOR: INTEL CELERON N3050";"PROCESADOR: INTEL CELERON N3050";"PROCESADOR";"INTEL CELERON N3050"
103;"2V";"000000002V";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597481;"PROCESADOR: AMD A8-6600K";"PROCESADOR: AMD A8-6600K";"PROCESADOR: AMD A8-6600K";"PROCESADOR";"AMD A8-6600K"
104;"2W";"000000002W";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597482;"PROCESADOR: INTEL CELERON 1037U";"PROCESADOR: INTEL CELERON 1037U";"PROCESADOR: INTEL CELERON 1037U";"PROCESADOR";"INTEL CELERON 1037U"
105;"2X";"000000002X";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597483;"PROCESADOR: INTEL CORE I5-7600";"PROCESADOR: INTEL CORE I5-7600";"PROCESADOR: INTEL CORE I5-7600";"PROCESADOR";"INTEL CORE I5-7600"
106;"2Y";"000000002Y";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597484;"PROCESADOR: AMD ATHLON 5150";"PROCESADOR: AMD ATHLON 5150";"PROCESADOR: AMD ATHLON 5150";"PROCESADOR";"AMD ATHLON 5150"
107;"2Z";"000000002Z";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597485;"PROCESADOR: INTEL CORE I5-4430";"PROCESADOR: INTEL CORE I5-4430";"PROCESADOR: INTEL CORE I5-4430";"PROCESADOR";"INTEL CORE I5-4430"
108;"30";"0000000030";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597486;"PROCESADOR: INTEL CORE I5-6402P";"PROCESADOR: INTEL CORE I5-6402P";"PROCESADOR: INTEL CORE I5-6402P";"PROCESADOR";"INTEL CORE I5-6402P"
109;"31";"0000000031";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597487;"PROCESADOR: INTEL CORE I3-4360";"PROCESADOR: INTEL CORE I3-4360";"PROCESADOR: INTEL CORE I3-4360";"PROCESADOR";"INTEL CORE I3-4360"
110;"32";"0000000032";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597488;"PROCESADOR: INTEL CORE I3-6098P";"PROCESADOR: INTEL CORE I3-6098P";"PROCESADOR: INTEL CORE I3-6098P";"PROCESADOR";"INTEL CORE I3-6098P"
111;"33";"0000000033";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597489;"PROCESADOR: INTEL CORE I5-4690S";"PROCESADOR: INTEL CORE I5-4690S";"PROCESADOR: INTEL CORE I5-4690S";"PROCESADOR";"INTEL CORE I5-4690S"
112;"34";"0000000034";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597490;"PROCESADOR: AMD A4-7300";"PROCESADOR: AMD A4-7300";"PROCESADOR: AMD A4-7300";"PROCESADOR";"AMD A4-7300"
113;"35";"0000000035";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597491;"PROCESADOR: AMD A8-6410";"PROCESADOR: AMD A8-6410";"PROCESADOR: AMD A8-6410";"PROCESADOR";"AMD A8-6410"
114;"36";"0000000036";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597492;"PROCESADOR: INTEL CORE I3-6100U";"PROCESADOR: INTEL CORE I3-6100U";"PROCESADOR: INTEL CORE I3-6100U";"PROCESADOR";"INTEL CORE I3-6100U"
115;"37";"0000000037";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597493;"PROCESADOR: AMD A4 PRO-7300B";"PROCESADOR: AMD A4 PRO-7300B";"PROCESADOR: AMD A4 PRO-7300B";"PROCESADOR";"AMD A4 PRO-7300B"
116;"38";"0000000038";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597494;"PROCESADOR: INTEL CORE I5-5500U";"PROCESADOR: INTEL CORE I5-5500U";"PROCESADOR: INTEL CORE I5-5500U";"PROCESADOR";"INTEL CORE I5-5500U"
117;"39";"0000000039";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597495;"PROCESADOR: INTEL CORE I7-6950X";"PROCESADOR: INTEL CORE I7-6950X";"PROCESADOR: INTEL CORE I7-6950X";"PROCESADOR";"INTEL CORE I7-6950X"
118;"3A";"000000003A";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597496;"PROCESADOR: INTEL CORE I7-4790";"PROCESADOR: INTEL CORE I7-4790";"PROCESADOR: INTEL CORE I7-4790";"PROCESADOR";"INTEL CORE I7-4790"
119;"3B";"000000003B";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597497;"PROCESADOR: AMD SEMPRON 2650";"PROCESADOR: AMD SEMPRON 2650";"PROCESADOR: AMD SEMPRON 2650";"PROCESADOR";"AMD SEMPRON 2650"
120;"3C";"000000003C";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597498;"PROCESADOR: AMD A4-6300";"PROCESADOR: AMD A4-6300";"PROCESADOR: AMD A4-6300";"PROCESADOR";"AMD A4-6300"
121;"3D";"000000003D";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597499;"PROCESADOR: AMD A4-6300B";"PROCESADOR: AMD A4-6300B";"PROCESADOR: AMD A4-6300B";"PROCESADOR";"AMD A4-6300B"
122;"3E";"000000003E";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597500;"PROCESADOR: AMD A8-6500B";"PROCESADOR: AMD A8-6500B";"PROCESADOR: AMD A8-6500B";"PROCESADOR";"AMD A8-6500B"
123;"3F";"000000003F";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597501;"PROCESADOR: AMD FX-8320";"PROCESADOR: AMD FX-8320";"PROCESADOR: AMD FX-8320";"PROCESADOR";"AMD FX-8320"
124;"3G";"000000003G";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597502;"PROCESADOR: INTEL CORE I5-4690";"PROCESADOR: INTEL CORE I5-4690";"PROCESADOR: INTEL CORE I5-4690";"PROCESADOR";"INTEL CORE I5-4690"
125;"3H";"000000003H";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597503;"PROCESADOR: AMD A6-7400B";"PROCESADOR: AMD A6-7400B";"PROCESADOR: AMD A6-7400B";"PROCESADOR";"AMD A6-7400B"
126;"3I";"000000003I";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597504;"PROCESADOR: AMD E1-2500";"PROCESADOR: AMD E1-2500";"PROCESADOR: AMD E1-2500";"PROCESADOR";"AMD E1-2500"
127;"3J";"000000003J";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597506;"PROCESADOR: INTEL CORE I7-6500U";"PROCESADOR: INTEL CORE I7-6500U";"PROCESADOR: INTEL CORE I7-6500U";"PROCESADOR";"INTEL CORE I7-6500U"
128;"3K";"000000003K";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597507;"PROCESADOR: AMD ATHLON X4 860K";"PROCESADOR: AMD ATHLON X4 860K";"PROCESADOR: AMD ATHLON X4 860K";"PROCESADOR";"AMD ATHLON X4 860K"
129;"3L";"000000003L";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597508;"PROCESADOR: INTEL CELERON G1840";"PROCESADOR: INTEL CELERON G1840";"PROCESADOR: INTEL CELERON G1840";"PROCESADOR";"INTEL CELERON G1840"
130;"3M";"000000003M";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597509;"PROCESADOR: INTEL CORE I7-6900K";"PROCESADOR: INTEL CORE I7-6900K";"PROCESADOR: INTEL CORE I7-6900K";"PROCESADOR";"INTEL CORE I7-6900K"
131;"3N";"000000003N";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597510;"PROCESADOR: INTEL CORE I3-7100";"PROCESADOR: INTEL CORE I3-7100";"PROCESADOR: INTEL CORE I3-7100";"PROCESADOR";"INTEL CORE I3-7100"
132;"3O";"000000003O";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597511;"PROCESADOR: INTEL CELERON G3900";"PROCESADOR: INTEL CELERON G3900";"PROCESADOR: INTEL CELERON G3900";"PROCESADOR";"INTEL CELERON G3900"
133;"3P";"000000003P";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597512;"PROCESADOR: AMD A6-5400K";"PROCESADOR: AMD A6-5400K";"PROCESADOR: AMD A6-5400K";"PROCESADOR";"AMD A6-5400K"
134;"3Q";"000000003Q";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597513;"PROCESADOR: INTEL CORE I5-6260U";"PROCESADOR: INTEL CORE I5-6260U";"PROCESADOR: INTEL CORE I5-6260U";"PROCESADOR";"INTEL CORE I5-6260U"
135;"3R";"000000003R";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597514;"PROCESADOR: INTEL CELERON J1800";"PROCESADOR: INTEL CELERON J1800";"PROCESADOR: INTEL CELERON J1800";"PROCESADOR";"INTEL CELERON J1800"
136;"3S";"000000003S";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597515;"PROCESADOR: INTEL CORE I3-4130";"PROCESADOR: INTEL CORE I3-4130";"PROCESADOR: INTEL CORE I3-4130";"PROCESADOR";"INTEL CORE I3-4130"
137;"3T";"000000003T";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597516;"PROCESADOR: INTEL PENTIUM G3240";"PROCESADOR: INTEL PENTIUM G3240";"PROCESADOR: INTEL PENTIUM G3240";"PROCESADOR";"INTEL PENTIUM G3240"
138;"3U";"000000003U";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597517;"PROCESADOR: INTEL CORE I7-5775C";"PROCESADOR: INTEL CORE I7-5775C";"PROCESADOR: INTEL CORE I7-5775C";"PROCESADOR";"INTEL CORE I7-5775C"
139;"3V";"000000003V";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597518;"PROCESADOR: INTEL CORE I5-6600K";"PROCESADOR: INTEL CORE I5-6600K";"PROCESADOR: INTEL CORE I5-6600K";"PROCESADOR";"INTEL CORE I5-6600K"
140;"3W";"000000003W";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597519;"PROCESADOR: INTEL CORE I5-3470S";"PROCESADOR: INTEL CORE I5-3470S";"PROCESADOR: INTEL CORE I5-3470S";"PROCESADOR";"INTEL CORE I5-3470S"
141;"3X";"000000003X";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597520;"PROCESADOR: INTEL CORE I7-4500U";"PROCESADOR: INTEL CORE I7-4500U";"PROCESADOR: INTEL CORE I7-4500U";"PROCESADOR";"INTEL CORE I7-4500U"
142;"3Y";"000000003Y";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597521;"PROCESADOR: INTEL CORE I3-7300";"PROCESADOR: INTEL CORE I3-7300";"PROCESADOR: INTEL CORE I3-7300";"PROCESADOR";"INTEL CORE I3-7300"
143;"3Z";"000000003Z";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597522;"PROCESADOR: INTEL CORE I3-6600";"PROCESADOR: INTEL CORE I3-6600";"PROCESADOR: INTEL CORE I3-6600";"PROCESADOR";"INTEL CORE I3-6600"
144;"40";"0000000040";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597523;"PROCESADOR: INTEL CORE I3-4170";"PROCESADOR: INTEL CORE I3-4170";"PROCESADOR: INTEL CORE I3-4170";"PROCESADOR";"INTEL CORE I3-4170"
145;"41";"0000000041";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597524;"PROCESADOR: INTEL CORE I5-4440";"PROCESADOR: INTEL CORE I5-4440";"PROCESADOR: INTEL CORE I5-4440";"PROCESADOR";"INTEL CORE I5-4440"
146;"42";"0000000042";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597525;"PROCESADOR: INTEL CORE I3-1115G4";"PROCESADOR: INTEL CORE I3-1115G4";"PROCESADOR: INTEL CORE I3-1115G4";"PROCESADOR";"INTEL CORE I3-1115G4"
147;"43";"0000000043";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597526;"PROCESADOR: INTEL CORE I3-12100";"PROCESADOR: INTEL CORE I3-12100";"PROCESADOR: INTEL CORE I3-12100";"PROCESADOR";"INTEL CORE I3-12100"
148;"44";"0000000044";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597527;"PROCESADOR: INTEL CORE I3-12100F";"PROCESADOR: INTEL CORE I3-12100F";"PROCESADOR: INTEL CORE I3-12100F";"PROCESADOR";"INTEL CORE I3-12100F"
149;"45";"0000000045";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597528;"PROCESADOR: INTEL CORE I3-1215U";"PROCESADOR: INTEL CORE I3-1215U";"PROCESADOR: INTEL CORE I3-1215U";"PROCESADOR";"INTEL CORE I3-1215U"
150;"46";"0000000046";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597529;"PROCESADOR: INTEL CORE I7-12700F";"PROCESADOR: INTEL CORE I7-12700F";"PROCESADOR: INTEL CORE I7-12700F";"PROCESADOR";"INTEL CORE I7-12700F"
151;"47";"0000000047";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597531;"PROCESADOR: INTEL CORE I5-12400F";"PROCESADOR: INTEL CORE I5-12400F";"PROCESADOR: INTEL CORE I5-12400F";"PROCESADOR";"INTEL CORE I5-12400F"
152;"48";"0000000048";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597532;"PROCESADOR: AMD RYZEN 3 PRO 4350GE";"PROCESADOR: AMD RYZEN 3 PRO 4350GE";"PROCESADOR: AMD RYZEN 3 PRO 4350GE";"PROCESADOR";"AMD RYZEN 3 PRO 4350GE"
153;"49";"0000000049";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597533;"PROCESADOR: INTEL CORE i9-11900F";"PROCESADOR: INTEL CORE i9-11900F";"PROCESADOR: INTEL CORE i9-11900F";"PROCESADOR";"INTEL CORE i9-11900F"
154;"4A";"000000004A";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597534;"PROCESADOR: INTEL CORE i9-11900KF";"PROCESADOR: INTEL CORE i9-11900KF";"PROCESADOR: INTEL CORE i9-11900KF";"PROCESADOR";"INTEL CORE i9-11900KF"
155;"4B";"000000004B";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597535;"PROCESADOR: INTEL CORE i9-11900K";"PROCESADOR: INTEL CORE i9-11900K";"PROCESADOR: INTEL CORE i9-11900K";"PROCESADOR";"INTEL CORE i9-11900K"
156;"4C";"000000004C";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597536;"PROCESADOR: INTEL CORE i7-11700";"PROCESADOR: INTEL CORE i7-11700";"PROCESADOR: INTEL CORE i7-11700";"PROCESADOR";"INTEL CORE i7-11700"
157;"4D";"000000004D";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597537;"PROCESADOR: INTEL CORE I7-4770K";"PROCESADOR: INTEL CORE I7-4770K";"PROCESADOR: INTEL CORE I7-4770K";"PROCESADOR";"INTEL CORE I7-4770K"
158;"4E";"000000004E";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597538;"PROCESADOR: INTEL CORE I3-6100";"PROCESADOR: INTEL CORE I3-6100";"PROCESADOR: INTEL CORE I3-6100";"PROCESADOR";"INTEL CORE I3-6100"
159;"4F";"000000004F";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597539;"PROCESADOR: INTEL CORE I5-4590T";"PROCESADOR: INTEL CORE I5-4590T";"PROCESADOR: INTEL CORE I5-4590T";"PROCESADOR";"INTEL CORE I5-4590T"
160;"4G";"000000004G";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597540;"PROCESADOR: INTEL CORE I7-6700T";"PROCESADOR: INTEL CORE I7-6700T";"PROCESADOR: INTEL CORE I7-6700T";"PROCESADOR";"INTEL CORE I7-6700T"
161;"4H";"000000004H";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597541;"PROCESADOR: INTEL CORE I7-4770";"PROCESADOR: INTEL CORE I7-4770";"PROCESADOR: INTEL CORE I7-4770";"PROCESADOR";"INTEL CORE I7-4770"
162;"4I";"000000004I";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597542;"PROCESADOR: INTEL PENTIUM G3260";"PROCESADOR: INTEL PENTIUM G3260";"PROCESADOR: INTEL PENTIUM G3260";"PROCESADOR";"INTEL PENTIUM G3260"
163;"4J";"000000004J";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597543;"PROCESADOR: INTEL PENTIUM G3250";"PROCESADOR: INTEL PENTIUM G3250";"PROCESADOR: INTEL PENTIUM G3250";"PROCESADOR";"INTEL PENTIUM G3250"
164;"4K";"000000004K";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597544;"PROCESADOR: INTEL PENTIUM G3220";"PROCESADOR: INTEL PENTIUM G3220";"PROCESADOR: INTEL PENTIUM G3220";"PROCESADOR";"INTEL PENTIUM G3220"
165;"4L";"000000004L";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597545;"PROCESADOR: AMD E1-6050";"PROCESADOR: AMD E1-6050";"PROCESADOR: AMD E1-6050";"PROCESADOR";"AMD E1-6050"
166;"4M";"000000004M";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597546;"PROCESADOR: AMD A4 PRO-8350B";"PROCESADOR: AMD A4 PRO-8350B";"PROCESADOR: AMD A4 PRO-8350B";"PROCESADOR";"AMD A4 PRO-8350B"
167;"4N";"000000004N";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597547;"PROCESADOR: INTEL PENTIUM G4400";"PROCESADOR: INTEL PENTIUM G4400";"PROCESADOR: INTEL PENTIUM G4400";"PROCESADOR";"INTEL PENTIUM G4400"
168;"4O";"000000004O";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597548;"PROCESADOR: INTEL CORE I5-4570";"PROCESADOR: INTEL CORE I5-4570";"PROCESADOR: INTEL CORE I5-4570";"PROCESADOR";"INTEL CORE I5-4570"
169;"4P";"000000004P";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597549;"PROCESADOR: INTEL XEON E5-1620 V3";"PROCESADOR: INTEL XEON E5-1620 V3";"PROCESADOR: INTEL XEON E5-1620 V3";"PROCESADOR";"INTEL XEON E5-1620 V3"
170;"4Q";"000000004Q";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597550;"PROCESADOR: INTEL PENTIUM G2030";"PROCESADOR: INTEL PENTIUM G2030";"PROCESADOR: INTEL PENTIUM G2030";"PROCESADOR";"INTEL PENTIUM G2030"
171;"4R";"000000004R";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597551;"PROCESADOR: INTEL CORE I7-5960X";"PROCESADOR: INTEL CORE I7-5960X";"PROCESADOR: INTEL CORE I7-5960X";"PROCESADOR";"INTEL CORE I7-5960X"
172;"4S";"000000004S";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597552;"PROCESADOR: INTEL CELERON J1900";"PROCESADOR: INTEL CELERON J1900";"PROCESADOR: INTEL CELERON J1900";"PROCESADOR";"INTEL CELERON J1900"
173;"4T";"000000004T";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597553;"PROCESADOR: AMD A10-7860K";"PROCESADOR: AMD A10-7860K";"PROCESADOR: AMD A10-7860K";"PROCESADOR";"AMD A10-7860K"
174;"4U";"000000004U";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597554;"PROCESADOR: INTEL CORE I7-5820K";"PROCESADOR: INTEL CORE I7-5820K";"PROCESADOR: INTEL CORE I7-5820K";"PROCESADOR";"INTEL CORE I7-5820K"
175;"4V";"000000004V";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597555;"PROCESADOR: INTEL CORE I5-4670";"PROCESADOR: INTEL CORE I5-4670";"PROCESADOR: INTEL CORE I5-4670";"PROCESADOR";"INTEL CORE I5-4670"
176;"4W";"000000004W";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597556;"PROCESADOR: INTEL CORE I5-3470";"PROCESADOR: INTEL CORE I5-3470";"PROCESADOR: INTEL CORE I5-3470";"PROCESADOR";"INTEL CORE I5-3470"
177;"4X";"000000004X";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597557;"PROCESADOR: INTEL CELERON G1850";"PROCESADOR: INTEL CELERON G1850";"PROCESADOR: INTEL CELERON G1850";"PROCESADOR";"INTEL CELERON G1850"
178;"4Y";"000000004Y";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597558;"PROCESADOR: INTEL CORE I3-5010U";"PROCESADOR: INTEL CORE I3-5010U";"PROCESADOR: INTEL CORE I3-5010U";"PROCESADOR";"INTEL CORE I3-5010U"
179;"4Z";"000000004Z";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597559;"PROCESADOR: INTEL CELERON J2900";"PROCESADOR: INTEL CELERON J2900";"PROCESADOR: INTEL CELERON J2900";"PROCESADOR";"INTEL CELERON J2900"
180;"50";"0000000050";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597560;"PROCESADOR: AMD A8-7650K";"PROCESADOR: AMD A8-7650K";"PROCESADOR: AMD A8-7650K";"PROCESADOR";"AMD A8-7650K"
181;"51";"0000000051";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597561;"PROCESADOR: INTEL XEON E3-1231 V3";"PROCESADOR: INTEL XEON E3-1231 V3";"PROCESADOR: INTEL XEON E3-1231 V3";"PROCESADOR";"INTEL XEON E3-1231 V3"
182;"52";"0000000052";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597562;"PROCESADOR: AMD FX-6300";"PROCESADOR: AMD FX-6300";"PROCESADOR: AMD FX-6300";"PROCESADOR";"AMD FX-6300"
183;"53";"0000000053";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597563;"PROCESADOR: INTEL CORE I7-7700K";"PROCESADOR: INTEL CORE I7-7700K";"PROCESADOR: INTEL CORE I7-7700K";"PROCESADOR";"INTEL CORE I7-7700K"
184;"54";"0000000054";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597564;"PROCESADOR: INTEL CORE I5-4670K";"PROCESADOR: INTEL CORE I5-4670K";"PROCESADOR: INTEL CORE I5-4670K";"PROCESADOR";"INTEL CORE I5-4670K"
185;"55";"0000000055";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597567;"PROCESADOR: INTEL CORE I7-6700";"PROCESADOR: INTEL CORE I7-6700";"PROCESADOR: INTEL CORE I7-6700";"PROCESADOR";"INTEL CORE I7-6700"
186;"56";"0000000056";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597568;"PROCESADOR: INTEL CORE I3-4160";"PROCESADOR: INTEL CORE I3-4160";"PROCESADOR: INTEL CORE I3-4160";"PROCESADOR";"INTEL CORE I3-4160"
187;"57";"0000000057";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597569;"PROCESADOR: INTEL CORE I7-5930K";"PROCESADOR: INTEL CORE I7-5930K";"PROCESADOR: INTEL CORE I7-5930K";"PROCESADOR";"INTEL CORE I7-5930K"
188;"58";"0000000058";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597570;"PROCESADOR: AMD SEMPRON 3850";"PROCESADOR: AMD SEMPRON 3850";"PROCESADOR: AMD SEMPRON 3850";"PROCESADOR";"AMD SEMPRON 3850"
189;"59";"0000000059";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597571;"PROCESADOR: INTEL XEON E3-1280 V3";"PROCESADOR: INTEL XEON E3-1280 V3";"PROCESADOR: INTEL XEON E3-1280 V3";"PROCESADOR";"INTEL XEON E3-1280 V3"
190;"5A";"000000005A";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597572;"PROCESADOR: INTEL CORE I5-4690K";"PROCESADOR: INTEL CORE I5-4690K";"PROCESADOR: INTEL CORE I5-4690K";"PROCESADOR";"INTEL CORE I5-4690K"
191;"5B";"000000005B";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597573;"PROCESADOR: INTEL CORE I5-6600";"PROCESADOR: INTEL CORE I5-6600";"PROCESADOR: INTEL CORE I5-6600";"PROCESADOR";"INTEL CORE I5-6600"
192;"5C";"000000005C";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597575;"PROCESADOR: AMD RYZEN 7 3700X";"PROCESADOR: AMD RYZEN 7 3700X";"PROCESADOR: AMD RYZEN 7 3700X";"PROCESADOR";"AMD RYZEN 7 3700X"
193;"5D";"000000005D";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597576;"PROCESADOR: AMD RYZEN 5 3400G";"PROCESADOR: AMD RYZEN 5 3400G";"PROCESADOR: AMD RYZEN 5 3400G";"PROCESADOR";"AMD RYZEN 5 3400G"
194;"5E";"000000005E";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597577;"PROCESADOR: AMD RYZEN 5 3600X";"PROCESADOR: AMD RYZEN 5 3600X";"PROCESADOR: AMD RYZEN 5 3600X";"PROCESADOR";"AMD RYZEN 5 3600X"
195;"5F";"000000005F";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597578;"PROCESADOR: AMD RYZEN 9 3900X";"PROCESADOR: AMD RYZEN 9 3900X";"PROCESADOR: AMD RYZEN 9 3900X";"PROCESADOR";"AMD RYZEN 9 3900X"
196;"5G";"000000005G";"COMPUTADORA DE ESCRITORIO";26211;"PROCESADOR";1597579;"PROCESADOR: AMD RYZEN 3 3200G";"PROCESADOR: AMD RYZEN 3 3200G";"PROCESADOR: AMD RYZEN 3 3200G";"PROCESADOR";"AMD RYZEN 3 3200G"
